ad_cv_id,question,answer
158240307-461032,mức lương mong muốn của bạn khi ứng tuyển vào vị trí này?,"5,5 triệu"
158240307-461032,trình độ học vấn (bằng cấp tối thiểu có thể nộp được)?,Bằng THPT
158240307-465052,mức lương mong muốn của bạn khi ứng tuyển vào vị trí này?,7 triệu trở lên ạ
158240307-465052,trình độ học vấn (bằng cấp tối thiểu có thể nộp được)?,Tốt nghiệp trung học trở lên
158240307-482693,mức lương mong muốn của bạn khi ứng tuyển vào vị trí này?,10triệu
158240307-482693,trình độ học vấn (bằng cấp tối thiểu có thể nộp được)?,12/12
158240307-2980957,mức lương mong muốn của bạn khi ứng tuyển vào vị trí này?,Từ 7.500.000đ
158240307-2980957,trình độ học vấn (bằng cấp tối thiểu có thể nộp được)?,Bằng cấp 3
158240307-2981009,mức lương mong muốn của bạn khi ứng tuyển vào vị trí này?,7-8tr
158240307-2981009,trình độ học vấn (bằng cấp tối thiểu có thể nộp được)?,THPT
158240307-2984938,mức lương mong muốn của bạn khi ứng tuyển vào vị trí này?,4tr-5tr/tháng
158240307-2984938,trình độ học vấn (bằng cấp tối thiểu có thể nộp được)?,"Trình độ đại học,bằng nộp được bằng tốt nghiệp cấp 3"
158240307-2986251,mức lương mong muốn của bạn khi ứng tuyển vào vị trí này?,8tr
158240307-2986251,trình độ học vấn (bằng cấp tối thiểu có thể nộp được)?,tốt nghiệp THPT
158240307-2995251,mức lương mong muốn của bạn khi ứng tuyển vào vị trí này?,Trên 8 triệu
158240307-2995251,trình độ học vấn (bằng cấp tối thiểu có thể nộp được)?,Tốt nghiệp THPT
158240307-2999274,mức lương mong muốn của bạn khi ứng tuyển vào vị trí này?,5.000.000 đến 6.000.000
158240307-2999274,trình độ học vấn (bằng cấp tối thiểu có thể nộp được)?,Có thể
158240307-3006850,mức lương mong muốn của bạn khi ứng tuyển vào vị trí này?,8.000.000/ tháng
158240307-3006850,trình độ học vấn (bằng cấp tối thiểu có thể nộp được)?,Đại học
158240307-3008612,mức lương mong muốn của bạn khi ứng tuyển vào vị trí này?,"5triêu
"
158240307-3008612,trình độ học vấn (bằng cấp tối thiểu có thể nộp được)?,"cấp3
"
158240307-3009560,mức lương mong muốn của bạn khi ứng tuyển vào vị trí này?,3.500.000
158240307-3009560,trình độ học vấn (bằng cấp tối thiểu có thể nộp được)?,THPT
158240307-3026623,mức lương mong muốn của bạn khi ứng tuyển vào vị trí này?,Dạ 7.500.000-8.000.000đ ạ
158240307-3026623,trình độ học vấn (bằng cấp tối thiểu có thể nộp được)?,Bằng cấp 3.
158240307-3041897,mức lương mong muốn của bạn khi ứng tuyển vào vị trí này?,Theo nhà tuyển dụng đề xuất
158240307-3041897,trình độ học vấn (bằng cấp tối thiểu có thể nộp được)?,Đại học
158240307-3045733,mức lương mong muốn của bạn khi ứng tuyển vào vị trí này?,6000000 - 7000000
158240307-3045733,trình độ học vấn (bằng cấp tối thiểu có thể nộp được)?,bằng tốt nghiệp phổ thông
158240307-3218700,mức lương mong muốn của bạn khi ứng tuyển vào vị trí này?,7-8 triệu ạ
158240307-3218700,trình độ học vấn (bằng cấp tối thiểu có thể nộp được)?,"Vì tôi đang là sinh viên năm nhất, nên tôi có thể nộp bằng tốt nghiệp THPT"
158240307-3226659,mức lương mong muốn của bạn khi ứng tuyển vào vị trí này?,5.000.000-7.000.000
158240307-3226659,trình độ học vấn (bằng cấp tối thiểu có thể nộp được)?,"không, em có thẻ sinh viên đem được không "
158277241-463800,mức lương mong muốn của bạn khi ứng tuyển vào vị trí này?,6 triệu tới 7 triệu
158277241-463800,trình độ học vấn (bằng cấp tối thiểu có thể nộp được)?,Bằng cấp 2
158277241-465323,mức lương mong muốn của bạn khi ứng tuyển vào vị trí này?,Mức tối thiếu
158277241-465323,trình độ học vấn (bằng cấp tối thiểu có thể nộp được)?,Không có bằng cấp
158277241-469215,mức lương mong muốn của bạn khi ứng tuyển vào vị trí này?,7 triệu
158277241-469215,trình độ học vấn (bằng cấp tối thiểu có thể nộp được)?,Thpt
158277241-2988176,mức lương mong muốn của bạn khi ứng tuyển vào vị trí này?,"6,000,000 đồng / tháng"
158277241-2988176,trình độ học vấn (bằng cấp tối thiểu có thể nộp được)?,Cấp 3
158277241-2988324,mức lương mong muốn của bạn khi ứng tuyển vào vị trí này?,7 triệu ạ
158277241-2988324,trình độ học vấn (bằng cấp tối thiểu có thể nộp được)?,BẰNG THPT
158277241-2988891,mức lương mong muốn của bạn khi ứng tuyển vào vị trí này?,Mực lương thảo thuận
158277241-2988891,trình độ học vấn (bằng cấp tối thiểu có thể nộp được)?,12/12
158277241-2990027,mức lương mong muốn của bạn khi ứng tuyển vào vị trí này?,7.000.000
158277241-2990027,trình độ học vấn (bằng cấp tối thiểu có thể nộp được)?,THPT
158277241-2990171,mức lương mong muốn của bạn khi ứng tuyển vào vị trí này?,7 triệu
158277241-2990171,trình độ học vấn (bằng cấp tối thiểu có thể nộp được)?,Cao đẳng
158277241-2998843,mức lương mong muốn của bạn khi ứng tuyển vào vị trí này?,7.000.000
158277241-2998843,trình độ học vấn (bằng cấp tối thiểu có thể nộp được)?,12/12 nhưng e không thi tốt nghiệp
158277241-2999836,mức lương mong muốn của bạn khi ứng tuyển vào vị trí này?,6.000.000  lên ạ
158277241-2999836,trình độ học vấn (bằng cấp tối thiểu có thể nộp được)?,Cấp 2
158277241-3001654,mức lương mong muốn của bạn khi ứng tuyển vào vị trí này?,6 triệu -8 triệu
158277241-3001654,trình độ học vấn (bằng cấp tối thiểu có thể nộp được)?,chưa tốt nghiệp đại học
158277241-3001988,mức lương mong muốn của bạn khi ứng tuyển vào vị trí này?,7.500.000
158277241-3001988,trình độ học vấn (bằng cấp tối thiểu có thể nộp được)?,Cấp 3
158277241-3007722,mức lương mong muốn của bạn khi ứng tuyển vào vị trí này?,7trieu
158277241-3007722,trình độ học vấn (bằng cấp tối thiểu có thể nộp được)?,bằng cấp 2
158277241-3012988,mức lương mong muốn của bạn khi ứng tuyển vào vị trí này?,Dạ 7tr ở vị trí kho
158277241-3012988,trình độ học vấn (bằng cấp tối thiểu có thể nộp được)?,12/12 ạ
158277241-3049326,mức lương mong muốn của bạn khi ứng tuyển vào vị trí này?,phu hợp
158277241-3049326,trình độ học vấn (bằng cấp tối thiểu có thể nộp được)?,cấp 2
158277241-3070593,mức lương mong muốn của bạn khi ứng tuyển vào vị trí này?,8000000
158277241-3070593,trình độ học vấn (bằng cấp tối thiểu có thể nộp được)?,cấp 3
158277241-3105143,mức lương mong muốn của bạn khi ứng tuyển vào vị trí này?,7000000
158277241-3105143,trình độ học vấn (bằng cấp tối thiểu có thể nộp được)?,THPT
158298464-3047245,bạn có sẵn sàng đảm nhiệm các công việc không có trong mô tả công việc trong trường hợp quản lý yêu cầu?,có
158298464-3047245,địa chỉ của bạn ở đâu?,"431 bình trị đông a, bình tân, TP HCM "
158298464-3089124,bạn có sẵn sàng đảm nhiệm các công việc không có trong mô tả công việc trong trường hợp quản lý yêu cầu?,có ạ
158298464-3089124,địa chỉ của bạn ở đâu?,em ở trảng bom Đồng nai em mới lên sài gòn ạ
158298464-3090231,bạn có sẵn sàng đảm nhiệm các công việc không có trong mô tả công việc trong trường hợp quản lý yêu cầu?,Dạ. Em luôn sẵn sàng
158298464-3090231,địa chỉ của bạn ở đâu?,80/12 Hồ Thị Kỷ Phường 1 Quận 10
158298464-3095047,bạn có sẵn sàng đảm nhiệm các công việc không có trong mô tả công việc trong trường hợp quản lý yêu cầu?,có
158298464-3095047,địa chỉ của bạn ở đâu?,"11/26/3 đường nam cao,  tổ dân phố 7, khu phố 1,  phường Tân Phú TP thủ đức hcm"
157645771-452892,bạn có đang sử dụng 2 điện thoại thông minh hay k ?,có
157645771-2939599,bạn có đang sử dụng 2 điện thoại thông minh hay k ?,Không
157645771-2951502,bạn có đang sử dụng 2 điện thoại thông minh hay k ?,Có
152989377-2746844,mức lương bạn mong muốn?,mức lương em mong muốn là 6.000.000
156589239-428514,địa chỉ hiện tại của bạn ở đâu?,"70 đường số 13, Bình Hưng Hòa A, quận bình tân"
156589239-428514,mức lương bạn mong muốn?,7000000
156589239-2779227,địa chỉ hiện tại của bạn ở đâu?,xe máy
156589239-2779227,mức lương bạn mong muốn?,đã từng
156589239-2906950,địa chỉ hiện tại của bạn ở đâu?,71/8B NGUYỄN PHÚC CHU PHƯỜNG 15 QUẬN TÂN BÌNH TP HCM
156589239-2906950,mức lương bạn mong muốn?,"7,000,000"
156590550-453219,mức lương bạn mong muốn?,7tr5-8tr
156590550-460660,mức lương bạn mong muốn?,8 triệu
156590550-462498,mức lương bạn mong muốn?,"6.5tr + kpi

6.5 
+ kpi
"
156590550-2927530,mức lương bạn mong muốn?,7 - 8tr
156590550-2929478,mức lương bạn mong muốn?,7tr-8tr/ tháng
156590550-2929648,mức lương bạn mong muốn?,8.500.000 - 10.000.000
156590550-2930415,mức lương bạn mong muốn?,7tr
156590550-2931513,mức lương bạn mong muốn?,"7,000000 triệu "
156590550-2933094,mức lương bạn mong muốn?,7tr
156590550-2936495,mức lương bạn mong muốn?,8 đến 10 triệu đồng
156590550-2937601,mức lương bạn mong muốn?,7tr_10tr
156590550-2939579,mức lương bạn mong muốn?,từ thấp đến cao
156590550-2943125,mức lương bạn mong muốn?,8-10tr
156590550-2943932,mức lương bạn mong muốn?,8 triệu
156590550-2952687,mức lương bạn mong muốn?,6000000
156590550-2960068,mức lương bạn mong muốn?,10.000.000
156590550-2979514,mức lương bạn mong muốn?,rất mong được thoả thuận
156590550-2985573,mức lương bạn mong muốn?,5.000.000
156590550-2992801,mức lương bạn mong muốn?,Theo năng lực của cá nhân và BGĐ suy xét
156590550-2994397,mức lương bạn mong muốn?,7tr
156590550-2995897,mức lương bạn mong muốn?,"6.000.000
"
156590550-2999052,mức lương bạn mong muốn?,7triệu trở lên
156590550-3001338,mức lương bạn mong muốn?,7tr ạ
156590550-3003452,mức lương bạn mong muốn?,6-8tr
156590550-3006062,mức lương bạn mong muốn?,7.000.000
156590550-3007891,mức lương bạn mong muốn?,Quy định của cửa hàng
156413445-417519,bạn đang ở quận mấy?,Quận 7
156413445-417519,họ tên của bạn là gì?,Trần Ngọc Minh Ngân
156413445-418739,bạn đang ở quận mấy?,quận 7
156413445-418739,họ tên của bạn là gì?,Nguyễn Minh Huy
156413445-420588,bạn đang ở quận mấy?,Quận 2
156413445-420588,họ tên của bạn là gì?,Nguyễn Thái Quỳnh Lan
156413445-436226,bạn đang ở quận mấy?,Quận Bình Thạnh
156413445-436226,mức thu nhập mong muốn của bạn là bao nhiêu?,10.000.000 vnd/ Tháng
156413445-436226,"nếu phù hợp, khi nào bạn có thể bắt đầu công việc tại hải sản hoàng gia?",19/5/2024
156413445-2745503,bạn đang ở quận mấy?,quận 5
156413445-2745503,họ tên của bạn là gì?,trần hiếu thuận
156413445-2747585,bạn đang ở quận mấy?,Bình Thạnh
156413445-2747585,họ tên của bạn là gì?,Lê Tú
156413445-2748264,bạn đang ở quận mấy?,Quận bình tân
156413445-2748264,họ tên của bạn là gì?,Trần Minh Tâm
156413445-2748481,bạn đang ở quận mấy?,1/1a nguyễn văn mại-p4-q.tân bình tp hcm
156413445-2748481,họ tên của bạn là gì?,Nguyễn Kim Hà
156413445-2748770,bạn đang ở quận mấy?,quan tan phu
156413445-2748770,họ tên của bạn là gì?,LÊ HOÀI THANH
156413445-2749326,bạn đang ở quận mấy?,Quận 8
156413445-2749326,họ tên của bạn là gì?,Ngô Hồng Nghi
156413445-2751714,bạn đang ở quận mấy?,Quận 4
156413445-2751714,họ tên của bạn là gì?,Nguyễn Thị Phương Oanh
156413445-2751829,bạn đang ở quận mấy?,Q3 hcm
156413445-2751829,họ tên của bạn là gì?,pham hieu thun
156413445-2751902,bạn đang ở quận mấy?,Q8
156413445-2751902,họ tên của bạn là gì?,TRAN THI THU THAO
156413445-2751928,bạn đang ở quận mấy?,quận 8
156413445-2751928,họ tên của bạn là gì?,NGUYEN HOANG NHU NGOC
156413445-2753321,bạn đang ở quận mấy?,"235/1/2 Bạch Đằng, phường 15, bình thạnh "
156413445-2753321,họ tên của bạn là gì?,Phan Thị Phúc
156413445-2758343,bạn đang ở quận mấy?,Quận 4
156413445-2758343,họ tên của bạn là gì?,Trần ngọc ánh
